question_id,system_type,response,retrieved_chunk_ids,response_time_seconds
Q033,S2,"Here's what I found from UMT resources:

- After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- Exam anxiety is common but excessive anxiety can interfere with performance and wellbeing. Physical symptoms include racing heart trembling nausea and difficulty breathing. Mental symptoms include racing thoughts difficulty concentrating and fear of failure. Mild anxiety can improve focus but severe anxiety becomes disruptive. Techniques that help include deep breathing progressive muscle relaxation mindfulness and positive self-talk. The Happiness Center provides counseling specifically for exam anxiety and can teach relaxation techniques. If your exam anxiety feels overwhelming or includes panic attacks reach out immediately at cc.center@umt.edu.pk. Professional support makes a real difference in managing anxiety.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C020;G23_C015;G23_C019,0.0024
Q034,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q034,S1,"Here's what I found in UMT resources:

As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C016;G23_C018;G23_C017,0.0020
Q034,S2,"Here's what I found from UMT resources:

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

- Maintaining healthy sleep is crucial during exam season but anxiety often disrupts sleep patterns. Sleep deprivation reduces concentration memory and problem-solving ability making exams harder. During peak stress periods aim for 7-8 hours of sleep even if you feel you don't have time. This sleep improves your study effectiveness more than extra study hours without sleep. Effective strategies include establishing a bedtime routine limiting screen time before bed exercising during the day and avoiding caffeine late in the day. If exam anxiety is severely disrupting your sleep contact the Happiness Center at cc.center@umt.edu.pk or visit the healthcare clinic for guidance.

- The 2025-26 academic calendar shows that this is peak exam season with final exams in June and summer session starting July 27. Planning your study schedule using the calendar is essential to reduce stress and avoid last-minute panic. Break your exam preparation into manageable daily tasks starting weeks in advance. Balance study time with breaks meals sleep and physical activity. Create a realistic schedule that accounts for multiple exams and deadlines. The Happiness Center can help you develop effective time management and study strategies during this critical period. Contact cc.center@umt.edu.pk to discuss exam preparation planning.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C016;G23_C018;G23_C017,0.0026
Q035,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q035,S1,"Here's what I found in UMT resources:

It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C020,0.0021
Q035,S2,"Here's what I found from UMT resources:

- It is normal to feel stressed during academic life but persistent stress can affect your physical and mental health. Signs of unhealthy stress include difficulty concentrating, sleep problems, irritability, physical tension, or withdrawing from activities. If you notice these signs lasting more than a few weeks seek support early. The Happiness Center and campus healthcare are designed to help you address stress before it becomes overwhelming. Reaching out for help is a sign of strength not weakness.

- After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C007;G23_C020,0.0024
Q036,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0008
Q036,S1,"Here's what I found in UMT resources:

The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C017;G23_C077,0.0020
Q036,S2,"Here's what I found from UMT resources:

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- The 2025-26 academic calendar shows that this is peak exam season with final exams in June and summer session starting July 27. Planning your study schedule using the calendar is essential to reduce stress and avoid last-minute panic. Break your exam preparation into manageable daily tasks starting weeks in advance. Balance study time with breaks meals sleep and physical activity. Create a realistic schedule that accounts for multiple exams and deadlines. The Happiness Center can help you develop effective time management and study strategies during this critical period. Contact cc.center@umt.edu.pk to discuss exam preparation planning.

- The request for scheduling a make-up exam must be made by the participant or someone on his/her behalf, through the make-up exam petition form which must be submitted to the CoD, along with other required documents within three working days. The CoD shall then direct the case to the Dean/Director for approval and the exam shall be taken within two weeks of the stipulated time period. If the participant fails to attend the scheduled make-up exam, he/she shall not be given another chance. The participant involved in extracurricular activities arranged by the societies or other institutions, would get prior approval from the resource person and CoD/Dean regarding his/her absence from a quiz or an examination. 3.9 Communication of Results The sessional evaluation shall be made available on the participant’s Portal/Moodle at least one week before the final examinations. Any objection of the participant regarding their performance must be addressed prior

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C017;G23_C077,0.0026
Q037,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0010
Q037,S1,"Here's what I found in UMT resources:

After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C020;G23_C015;G23_C077,0.0026
Q037,S2,"Here's what I found from UMT resources:

- After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- The request for scheduling a make-up exam must be made by the participant or someone on his/her behalf, through the make-up exam petition form which must be submitted to the CoD, along with other required documents within three working days. The CoD shall then direct the case to the Dean/Director for approval and the exam shall be taken within two weeks of the stipulated time period. If the participant fails to attend the scheduled make-up exam, he/she shall not be given another chance. The participant involved in extracurricular activities arranged by the societies or other institutions, would get prior approval from the resource person and CoD/Dean regarding his/her absence from a quiz or an examination. 3.9 Communication of Results The sessional evaluation shall be made available on the participant’s Portal/Moodle at least one week before the final examinations. Any objection of the participant regarding their performance must be addressed prior

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C020;G23_C015;G23_C077,0.0028
Q038,S0,"UMT Sialkot has a **Happiness Center** with professional clinical psychologists. Email **cc.center@umt.edu.pk** to book a free, confidential appointment.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q038,S1,"Here's what I found in UMT resources:

After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C020;G23_C015,0.0023
Q038,S2,"I understand you're feeling stressed — that's completely normal, especially around exam time. Here's what can help:

Here's what I found from UMT resources:

- After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

Remember, the **Happiness Center** (cc.center@umt.edu.pk) provides free, confidential support anytime you need it. 💙

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C020;G23_C015,0.0026
Q039,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q039,S1,"Here's what I found in UMT resources:

The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C077;G23_C016,0.0021
Q039,S2,"Here's what I found from UMT resources:

- The Spring 2026 Final Examination period runs from June 29 to July 11 with mid-term exams ending just before. Exam stress is a normal response to academic pressure but when it becomes overwhelming it can affect your performance and wellbeing. Common stress responses during exams include difficulty concentrating anxiety sleep problems and physical tension. The Happiness Center is fully staffed during exam periods to help students manage exam stress and anxiety. Plan your study schedule early use the library resources and reach out for support at cc.center@umt.edu.pk.

- The request for scheduling a make-up exam must be made by the participant or someone on his/her behalf, through the make-up exam petition form which must be submitted to the CoD, along with other required documents within three working days. The CoD shall then direct the case to the Dean/Director for approval and the exam shall be taken within two weeks of the stipulated time period. If the participant fails to attend the scheduled make-up exam, he/she shall not be given another chance. The participant involved in extracurricular activities arranged by the societies or other institutions, would get prior approval from the resource person and CoD/Dean regarding his/her absence from a quiz or an examination. 3.9 Communication of Results The sessional evaluation shall be made available on the participant’s Portal/Moodle at least one week before the final examinations. Any objection of the participant regarding their performance must be addressed prior

- As exams approach the Learning Resource Center and academic support services increase their hours and availability. The library is open 7 days a week from 8am to 9pm weekdays to support exam preparation. Research materials databases and quiet study spaces are available for your exam prep. The library staff and research coordinators can help you locate specific materials for your courses. Combining structured study time at the library with small study groups and official tutoring support creates an effective exam preparation strategy. Start preparation early rather than cramming at the last minute.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C015;G23_C077;G23_C016,0.0027
Q040,S0,"UMT has an **on-campus physician and nurse** providing free clinical evaluation and treatment. Visit the healthcare clinic — no additional cost to enrolled students.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q040,S1,"Here's what I found in UMT resources:

UMT uses an emergency response communications system to inform students of any emergency situations through text messages, phone calls, and emails. Emergency phone numbers and helplines are displayed in every classroom, lab, and common room throughout campus. For suspicious activity or safety concerns, contact the Office of Safety Security and Vigilance (OSS&V) immediately. Serious medical or life-threatening emergencies can be reported to local authorities at 15 or 1122. Updates are sent to all students registered with the university.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C005;G23_C011;G23_C040,0.0022
Q040,S2,"Here's what I found from UMT resources:

- UMT uses an emergency response communications system to inform students of any emergency situations through text messages, phone calls, and emails. Emergency phone numbers and helplines are displayed in every classroom, lab, and common room throughout campus. For suspicious activity or safety concerns, contact the Office of Safety Security and Vigilance (OSS&V) immediately. Serious medical or life-threatening emergencies can be reported to local authorities at 15 or 1122. Updates are sent to all students registered with the university.

- If you are experiencing a mental health crisis or thoughts of self-harm crisis support is available. The Office of Safety Security and Vigilance (OSS&V) can provide immediate support for serious situations. Emergency medical services can be reached at 15 or 1122. In crisis situations immediate professional support is needed not delayed. Do not isolate yourself. Tell someone you trust what you are experiencing. Reaching out is the most important first step when facing a serious mental health emergency.

- semester is optional, and participants who choose to do so will not be eligible for any relaxation in course load or the maximum time limit set for degree completion. If a participant needs to freeze a semester after the add/drop period, the application will only be accepted before the midterm examinations and must be based on medical emergencies certified by the University Medical Officer. The application must be submitted to PRS, and a processing fee will apply. After the maximum semester freeze duration, the participant shall rejoin, register for courses and continue his/her studies. However, in case of failure to do so, the admission shall be cancelled automatically without any prior information/intimation. Re-admission fee shall be applicable to those students who will miss two consecutive semesters without taking the formal approval. i.e., semester freeze request. In addition, this fee will also apply to those who apply for re- admission in

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C005;G23_C011;G23_C040,0.0034
Q041,S0,"📍 **City Campus:** 21-A Small Industrial Estate, Shahabpura Road — Tel: **+92 52 3241801-7**

📍 **Iqbal Campus:** 2-KM Daska Road — Tel: **+92 52 3575234-36**

📧 **Email:** info@skt.umt.edu.pk

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q041,S1,"Here's what I found in UMT resources:

and other items at all times. In case of loss, UMT shall not be responsible for any loss or damage. • Keep UMT campus clean. Littering trash is highly undesirable and environmentally unfriendly. 9.4 Gender Mixing • The participant is strictly reminded to follow the accepted social and cultural norms of the society regarding gender relations. The participant engaged in sexual harassment and obscene behavior (as per social norms) shall face strict disciplinary action. • Inappropriate physical contact between male and female will be subject to fine, suspension and possible expulsion for each participant. a. Minor Physical Contact: In case of minor physical contact between male and female (occurred unintentionally) while having some fun or playing (maintaining distance) may be considered as Minor Physical Contact. Such cases may be closed at OSSV after necessary counseling/verbal warning. b. Physical Contact The participants are advised to maintain proper distance (between male and

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C135;G23_C005;G23_C021,0.0022
Q041,S2,"Here's what I found from UMT resources:

- and other items at all times. In case of loss, UMT shall not be responsible for any loss or damage. • Keep UMT campus clean. Littering trash is highly undesirable and environmentally unfriendly. 9.4 Gender Mixing • The participant is strictly reminded to follow the accepted social and cultural norms of the society regarding gender relations. The participant engaged in sexual harassment and obscene behavior (as per social norms) shall face strict disciplinary action. • Inappropriate physical contact between male and female will be subject to fine, suspension and possible expulsion for each participant. a. Minor Physical Contact: In case of minor physical contact between male and female (occurred unintentionally) while having some fun or playing (maintaining distance) may be considered as Minor Physical Contact. Such cases may be closed at OSSV after necessary counseling/verbal warning. b. Physical Contact The participants are advised to maintain proper distance (between male and

- UMT uses an emergency response communications system to inform students of any emergency situations through text messages, phone calls, and emails. Emergency phone numbers and helplines are displayed in every classroom, lab, and common room throughout campus. For suspicious activity or safety concerns, contact the Office of Safety Security and Vigilance (OSS&V) immediately. Serious medical or life-threatening emergencies can be reported to local authorities at 15 or 1122. Updates are sent to all students registered with the university.

- UMT Sialkot City Campus is located at 21-A Small Industrial Estate Shahabpura Road Sialkot. You can reach the campus by phone at +92 52 3241801 through 3241807 for general inquiries. Email: info@skt.umt.edu.pk. This campus houses administrative and academic offices. For student support services including counseling academic help or enrollment queries this is the main contact for UMT Sialkot. Students can walk in to any support office or contact them by phone or email during working hours.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C135;G23_C005;G23_C021,0.0026
Q042,S0,"Thank you for reaching out. For support at UMT Sialkot, contact **info@skt.umt.edu.pk** or call **+92 52 3241801**. The **Happiness Center** provides free counseling at cc.center@umt.edu.pk.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q042,S1,"Here's what I found in UMT resources:

UMT uses an emergency response communications system to inform students of any emergency situations through text messages, phone calls, and emails. Emergency phone numbers and helplines are displayed in every classroom, lab, and common room throughout campus. For suspicious activity or safety concerns, contact the Office of Safety Security and Vigilance (OSS&V) immediately. Serious medical or life-threatening emergencies can be reported to local authorities at 15 or 1122. Updates are sent to all students registered with the university.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C005;G23_C031;G23_C011,0.0021
Q042,S2,"Here's what I found from UMT resources:

- UMT uses an emergency response communications system to inform students of any emergency situations through text messages, phone calls, and emails. Emergency phone numbers and helplines are displayed in every classroom, lab, and common room throughout campus. For suspicious activity or safety concerns, contact the Office of Safety Security and Vigilance (OSS&V) immediately. Serious medical or life-threatening emergencies can be reported to local authorities at 15 or 1122. Updates are sent to all students registered with the university.

- Glossary (in alphabetical order) • ‘CGPA’ means Cumulative Grade Point Average • ‘Chairperson’ means Chairperson of the concerned academic department • ‘COD’ means Chairperson of the Department • ‘Cr. Hr.’ means Credit Hour(s) • ‘DAI’ means Degree Awarding Institution • ‘Dean’ means Dean of the concerned faculty/school • ‘FT’ means Final Transcript • ‘HEC’ means Higher Education Commission of Pakistan • ‘HOD’ means Head of the Department • ‘ID’ means UMT Identification Number of a Participant • ‘IPC’ means Information Processing Center • ‘Participant’ means a student • ‘OCE’ means Office of the Controller of Examinations • ‘ORG’ means Office of the Registrar • ‘OCMS’ means Office of Campus Management Services • ‘OSS&V’ means Office of Safety, Security and Vigilance • ‘OTN’ Office of Transportation • ‘PRS’ means Participant Relations Section • ‘OTE’ means Office of Technology Enablement • ‘Resource Person’ means a teacher/faculty member • ‘SGPA’ means Semester Grade

- If you are experiencing a mental health crisis or thoughts of self-harm crisis support is available. The Office of Safety Security and Vigilance (OSS&V) can provide immediate support for serious situations. Emergency medical services can be reached at 15 or 1122. In crisis situations immediate professional support is needed not delayed. Do not isolate yourself. Tell someone you trust what you are experiencing. Reaching out is the most important first step when facing a serious mental health emergency.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C005;G23_C031;G23_C011,0.0026
Q043,S0,"**Final Exams run June 29 – July 11, 2026.** For exam stress, the **Happiness Center** is available at cc.center@umt.edu.pk. The **Library** is open until 9pm for exam prep.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",,0.0009
Q043,S1,"Here's what I found in UMT resources:

the same program without going through the admission test. The participant can only resume the program by paying re-admission fee, along with meeting the academic criteria/within the maximum time duration of the degree program. To unfreeze the semester, the participant shall have to send the request through the Student Portal/PRS Request Management System or email at prshelpdesk@umt.edu.pk or visit in person to file the request to resume his/her program, fifteen days prior to the start of the semester. On submission of the said application by the participant, he/she becomes eligible to access the online course registration for the upcoming semester. Note: The participant leaving without approval or leaving the end term exams/assessments without approval, shall result in awarding an ‘F’ grade. P art i ci pant s ’ H andbook Page 3

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C041;G23_C069;G23_C020,0.0024
Q043,S2,"Here's what I found from UMT resources:

- the same program without going through the admission test. The participant can only resume the program by paying re-admission fee, along with meeting the academic criteria/within the maximum time duration of the degree program. To unfreeze the semester, the participant shall have to send the request through the Student Portal/PRS Request Management System or email at prshelpdesk@umt.edu.pk or visit in person to file the request to resume his/her program, fifteen days prior to the start of the semester. On submission of the said application by the participant, he/she becomes eligible to access the online course registration for the upcoming semester. Note: The participant leaving without approval or leaving the end term exams/assessments without approval, shall result in awarding an ‘F’ grade. P art i ci pant s ’ H andbook Page 3

- 3 Examinations 3.1 Evaluation The final standing of each participant in each course is assessed through various assessment tools which are mentioned in the given table: Undergraduate Programs: Assignments/Project/Presentations for theoretical subjects = 20% - 35% Quizzes = 15% Mid-term examination = 25%- 30% End-term examination = 40% -50 % For practical subjects, Assignments/Project/Presentations = 40% & End-term examination = 60% Mid-term and End-term examinations are mandatory for both undergraduate and graduate programs. The mid- term examination is held in the ninth week of a semester, while final examinations are scheduled at the end of a semester. To pass a course, the participant must obtain 50% marks in undergraduate and master degree programs equivalent to 16 years of education. Rules and regulations of accredited bodies shall be observed with respect to the accredited degree programs. Departmental Examination & Evaluation Committee Schools will constitute committees in each Department with a broader

- After completing exams many students experience emotional reactions including relief exhaustion anxiety about results or disappointment. These emotions are normal and temporary. Post-exam recovery is important for mental health. Give yourself time to rest and do enjoyable activities after exams. Reconnect with friends and family. Engage in exercise outdoor time or hobbies you enjoy. Avoid dwelling on exam performance or comparing yourself to others. The emotional impact of exams can linger even after they end. If you feel sad anxious or low after exams the Happiness Center remains available for support at cc.center@umt.edu.pk. Recovery is a natural part of the academic cycle.

---
📋 *Source: UMT Participants Handbook 2025-26 & Academic Calendar 2025-26. Contact info and policies may change — always verify at **[skt.umt.edu.pk](https://skt.umt.edu.pk)** or email **info@skt.umt.edu.pk** for the latest information.*",G23_C041;G23_C069;G23_C020,0.0027
